Name,Company,Company Website,LinkedIn
Amit Mehta,Asha Ventures,https://ashaventures.in/,https://linkedin.com/in/amit-mehta-6b90b92
Kabir Kochhar,Audacity Ventures,https://audacityvc.com,https://linkedin.com/in/kabirkochhar
Sanjay G Kothari,AudTen Capital,https://audten.vc/,https://linkedin.com/in/sanjay-g-kothari
Sagar Agarvwal,Beams VC,https://beams.vc/,https://www.linkedin.com/in/sagar-agarwal-8502333
Chhavi Bhardwaj Kargaonkar,ConsumerX Ventures,https://consumerx.vc/,https://linkedin.com/in/chhavibk
Ruchira Shukla,Green Marble VC,https://www.greenmarble.vc/,https://linkedin.com/in/ruchirashukla
Ayush Goyal,Induckt VC,https://inducktvc.com,https://linkedin.com/in/passionforgoal
Vasu Guruswamy,Lavni Ventures,https://lavni.co.in,https://linkedin.com/in/vasu-guruswamy-0b80802
Akshat Poddar,LongView Ventures,https://longview-ventures.com/,https://www.linkedin.com/in/akshat-poddar-10ba8a7
Manoj Laddha,Pangram Ventures,https://pangram.vc/,https://www.linkedin.com/in/manojladdha
Siddharth Parekh,Paragon Partners,https://www.paragonpartners.in/,https://www.linkedin.com/in/siddharth-parekh-84a61911
Anupam Thareja,Phi Capital,https://phicapital.in/,https://www.linkedin.com/in/anupamthareja
Ajay Jain,Silver Needle,https://silverneedle.vc/,https://www.linkedin.com/in/ajayjainprofile
Andrey Terebenin,Sistema Asia Fund,https://sistemaasiafund.com,https://www.linkedin.com/in/andreyterebenin
Anuj Jain,Startup-O,https://startup-o.com,https://linkedin.com/in/anujjainprofile
Vikrant Varshney,SucSEED Indovation,https://www.sucseed.biz/,https://linkedin.com/in/vikrantvarshney-indovation
Mahavir Pratap Sharma,Swishin Ventures,https://swishin.vc/,https://linkedin.com/in/mahavir-pratap-sharma-26476915
Manick Wadhwa,Tryrock Capital,https://tryrock.com/,https://www.linkedin.com/in/manickwadhwa
Madhu Vasepalli,ValleyNXT Ventures,https://valleynxtventures.com/,https://linkedin.com/in/dr-madhu-vasepalli-mds-43a24812
Pankaj Jethwani,W Health Ventures,https://whealthventures.com/,https://www.linkedin.com/in/pankajsj
Sanjay Mehta,Angel Investor,,https://www.linkedin.com/in/sanjaymehta/
Kunal Shah,Angel Investor,,https://www.linkedin.com/in/kunalshah1/
Anand Chandrasekaran,Angel Investor,,https://www.linkedin.com/in/anandc
Kunal Bahl,Angel Investor,,https://www.linkedin.com/in/kunalbahl/
Gaurav Munjal,Angel Investor,,https://www.linkedin.com/in/gauravmunjal/
Ritesh Agarwal,Angel Investor,,https://www.linkedin.com/in/agarwalritesh/
Anupam Mittal,Angel Investor,,https://www.linkedin.com/in/anupammittal007
Sachin Bhatt,Angel Investor,,https://www.linkedin.com/in/sachin-bhat-12b50931/
Rohit Bansal,Angel Investor,,https://www.linkedin.com/in/rohitbansal
Binny Bansal,Angel Investor,,https://www.linkedin.com/in/binnybansalofficial
Sachin Bansal,Angel Investor,,https://www.linkedin.com/in/sachin-bansal-9b7a551/
Falguni Nayar,Angel Investor,,https://www.linkedin.com/in/falguninayar/
Peyush Bansal,Angel Investor,,https://www.linkedin.com/in/peyush-bansal/
Aman Gupta,Angel Investor,,https://www.linkedin.com/in/aman-gupta-boAt/
Deepinder Goyal,Angel Investor,,https://www.linkedin.com/in/deepinder-goyal-0a2245/
Bhavish Aggarwal,Angel Investor,,https://www.linkedin.com/in/bhavishaggarwal
Harshil Mathur,Angel Investor,,https://www.linkedin.com/in/harshilmathur
Shashank Kumar,Angel Investor,,https://www.linkedin.com/in/shashank-kumar-92014b1b
Vidit Aatrey,Angel Investor,,https://www.linkedin.com/in/vidit-aatrey
Sanjay Sethi,Angel Investor,,https://www.linkedin.com/in/sanjaysethi1
Mukesh Bansal,Angel Investor,,https://www.linkedin.com/in/mukeshbansal/
Sujeet Kumar,Angel Investor,,https://www.linkedin.com/in/sujeet-kumar-b2a4b45/
Aprameya Radhakrishna,Angel Investor,,https://www.linkedin.com/in/aprameya/
Sharad Sharma,Angel Investor,,https://www.linkedin.com/in/sharad-sharma-iSPIRT/
Ashish Kashyap,Angel Investor,,https://www.linkedin.com/in/ashishkashyap/
Phanindra Sama,Angel Investor,,https://www.linkedin.com/in/phanindrasama/
Varun Alagh,Angel Investor,,https://www.linkedin.com/in/varun-alagh/
Ghazal Alagh,Angel Investor,,https://www.linkedin.com/in/ghazal-alagh/
Ankur Warikoo,Angel Investor,,https://www.linkedin.com/in/warikoo/
Radhika Gupta,Angel Investor,,https://www.linkedin.com/in/radhika-gupta-edelweiss/
Nikhil Kamath,Angel Investor,,https://www.linkedin.com/in/nikhilkamath/
Ashneer Grover,Angel Investor,,https://www.linkedin.com/in/ashneer-grover/
Namita Thapar,Angel Investor,,https://www.linkedin.com/in/namita-thapar/
Vineeta Singh,Angel Investor,,https://www.linkedin.com/in/vineetasingh/
Ankit Bhati,Angel Investor,,https://www.linkedin.com/in/ankitbhati/
Yashish Dahiya,Angel Investor,,https://www.linkedin.com/in/yashish-dahiya-07b5bb4/
Alok Bansal,Angel Investor,,https://www.linkedin.com/in/alok-bansal-pb/
Trishneet Arora,Angel Investor,,https://www.linkedin.com/in/trishneet-arora/
Kalyan Krishnamurthy,Angel Investor,,https://www.linkedin.com/in/kalyan-krishnamurthy-b657b65/
Ashni Biyani,Angel Investor,,https://www.linkedin.com/in/ashni-biyani
Meena Ganesh,Angel Investor,,https://www.linkedin.com/in/meenaganesh
Revathi Kant,Angel Investor,,https://www.linkedin.com/in/revathi-kant-/
Sairee Chahal,Angel Investor,,https://www.linkedin.com/in/saireechahal/
Anisha Singh,Angel Investor,,https://www.linkedin.com/in/anishasingh/
Suchi Mukherjee,Angel Investor,,https://www.linkedin.com/in/suchimukherjee/
Manish Tandon,Angel Investor,,https://www.linkedin.com/in/manish-tandon-b2a3a/
Praveen Sinha,Angel Investor,,https://www.linkedin.com/in/praveen-sinha-jabong/
Sridhar Vembu,Angel Investor,,https://www.linkedin.com/in/sridharvembu/
Shekhar Kirani,Angel Investor,,https://www.linkedin.com/in/shekhark/
Prashanth Prakash,Angel Investor,,https://www.linkedin.com/in/prashanthprakash/
Abheek Anand,Angel Investor,,https://www.linkedin.com/in/abheek-anand/
Ravi Adusumalli,Angel Investor,,https://www.linkedin.com/in/raviadusumalli/
Karthik Reddy,Angel Investor,,https://www.linkedin.com/in/karthik-reddy-blume/
Sanjay Nath,Angel Investor,,https://www.linkedin.com/in/sanjaynath/
Anand Ladsariya,Angel Investor,,https://www.linkedin.com/in/anandladsariya/
Rehan Yahya,Angel Investor,,https://www.linkedin.com/in/rehanyahya/
Bala Parthasarathy,Angel Investor,,https://www.linkedin.com/in/balaparthasarathy/
Ashish Gupta,Angel Investor,,https://www.linkedin.com/in/ashishguptavc/
Sanjiv Kaul,Angel Investor,,https://www.linkedin.com/in/sanjivkaul/
Rishad Premji,Angel Investor,,https://www.linkedin.com/in/rishadpremji/
T.V. Mohandas Pai,Angel Investor,,https://www.linkedin.com/in/tvmohandaspai/
Naveen Tewari,Angel Investor,,https://www.linkedin.com/in/naveentewari/
Piyush Shah,Angel Investor,,https://www.linkedin.com/in/piyush-shah-browserstack/
Ankit Sobti,Angel Investor,,https://www.linkedin.com/in/ankitsobti/
Abhijit Kane,Angel Investor,,https://www.linkedin.com/in/abhijitkane/
Srihari Kumar,Angel Investor,,https://www.linkedin.com/in/sriharikumar/
Akash Sinha,Angel Investor,,https://www.linkedin.com/in/akash-sinha-cashfree/
Shailesh Rao,Angel Investor,,https://www.linkedin.com/in/shaileshrao/
Caesar Sengupta,Angel Investor,,https://www.linkedin.com/in/caesars/
Sameer Nigam,Angel Investor,,https://www.linkedin.com/in/sameernigam/
Rahul Chari,Angel Investor,,https://www.linkedin.com/in/rahulchari/
Bhavin Turakhia,Angel Investor,,https://www.linkedin.com/in/bhavinturakhia/
Divyank Turakhia,Angel Investor,,https://www.linkedin.com/in/divyankturakhia/
Vijay Shekhar Sharma,Angel Investor,,https://www.linkedin.com/in/vijayszs/
Madhur Deora,Angel Investor,,https://www.linkedin.com/in/madhurdeora/
Amit Nayyar,Angel Investor,,https://www.linkedin.com/in/amit-nayyar-b0a4b/
Deep Kalra,Angel Investor,,https://www.linkedin.com/in/deepkalra/
Rajesh Magow,Angel Investor,,https://www.linkedin.com/in/rajeshmagow/
Dinesh Agarwal,Angel Investor,,https://www.linkedin.com/in/dinesh-agarwal-indiamart/
Brijesh Agrawal,Angel Investor,,https://www.linkedin.com/in/brijesh-agrawal-indiamart/
Narayana Murthy,Angel Investor,,https://www.linkedin.com/in/narayana-murthy/
Nandan Nilekani,Angel Investor,,https://www.linkedin.com/in/nandan-nilekani-5765b/
Rohini Nilekani,Angel Investor,,https://www.linkedin.com/in/rohini-nilekani-8b43b614/
Kris Gopalakrishnan,Angel Investor,,https://www.linkedin.com/in/krisgopalakrishnan/
S.D. Shibulal,Angel Investor,,https://www.linkedin.com/in/shibulal/
Ravi Venkatesan,Angel Investor,,https://www.linkedin.com/in/ravi-venkatesan-076b731/
Kiran Mazumdar-Shaw,Angel Investor,,https://www.linkedin.com/in/kiran-mazumdar-shaw/
Leena Nair,Angel Investor,,https://www.linkedin.com/in/leena-nair/
Zia Mody,Angel Investor,,https://www.linkedin.com/in/zia-mody-1b6b5a1/
Haresh Chawla,Angel Investor,,https://www.linkedin.com/in/hareshchawla
Manish Vij,Angel Investor,,https://www.linkedin.com/in/manishvij
Sandeep Tandon,Angel Investor,,https://www.linkedin.com/in/sandeep-tandon-b2b6a01
Sanjiv Rangrass,Angel Investor,,https://www.linkedin.com/in/sanjivrangrass
Pushkar Mukewar,Angel Investor,,https://www.linkedin.com/in/pushkarmukewar
Thirukumaran Nagarajan,Angel Investor,,https://www.linkedin.com/in/thirukumaran-nagarajan
Karthee Vidya,Angel Investor,,https://www.linkedin.com/in/kartheevidya
Raghunandan G,Angel Investor,,https://www.linkedin.com/in/raghunandan-g-6a09a74/
Srikanth Iyer,Angel Investor,,https://www.linkedin.com/in/srikanthiyer/
Ashish Goel,Angel Investor,,https://www.linkedin.com/in/ashish-goel-urban-ladder/
Kavin Mittal,Angel Investor,,https://www.linkedin.com/in/kavinmittal/
Utsav Somani,Angel Investor,,https://www.linkedin.com/in/utsavsomani/
Aakrit Vaish,Angel Investor,,https://www.linkedin.com/in/aakritvaish/
Swapan Rajdev,Angel Investor,,https://www.linkedin.com/in/swapanrajdev/
Sateesh Andra,Angel Investor,,https://www.linkedin.com/in/sateesh-andra
Jayesh Parekh,Angel Investor,,https://www.linkedin.com/in/jayeshparekh
Maneesh Bhandari,Angel Investor,,https://www.linkedin.com/in/maneeshbhandari
Saurabh Srivastava,Angel Investor,,https://www.linkedin.com/in/saurabh-srivastava-b3b5a91
Luis Miranda,Angel Investor,,https://www.linkedin.com/in/luismiranda1
Vishal Gondal,Angel Investor,,https://www.linkedin.com/in/vishalgondal
Arihant Patni,Angel Investor,,https://www.linkedin.com/in/arihantpatni
Sandeep Aggarwal,Angel Investor,,https://www.linkedin.com/in/sandeepaggarwal
Radhika Aggarwal,Angel Investor,,https://www.linkedin.com/in/radhikaaggarwal
Sanjeev Barnwal,Angel Investor,,https://www.linkedin.com/in/sanjeevbarnwal
Adwaita Nayar,Angel Investor,,https://www.linkedin.com/in/adwaita-nayar
Anchit Nayar,Angel Investor,,https://www.linkedin.com/in/anchit-nayar-b8b4b411/
Amit Chaudhary,Angel Investor,,https://www.linkedin.com/in/amit-chaudhary-lenskart/
Sumeet Vadera,Angel Investor,,https://www.linkedin.com/in/sumeetvadera/
Ambareesh Murty,Angel Investor,,https://www.linkedin.com/in/ambareesh-murty/
Roman Saini,Angel Investor,,https://www.linkedin.com/in/roman-saini/
Hemesh Singh,Angel Investor,,https://www.linkedin.com/in/hemesh-singh
Sachin Gupta,Angel Investor,,https://www.linkedin.com/in/sachingupta-hackerearth
Vivek Prakash,Angel Investor,,https://www.linkedin.com/in/vivekprakash
Mayank Kumar,Angel Investor,,https://www.linkedin.com/in/mayank-kumar-upgrad/
Phalgun Kompalli,Angel Investor,,https://www.linkedin.com/in/phalgun-kompalli/
Ishan Gupta,Angel Investor,,https://www.linkedin.com/in/ishan-gupta-foundit/
Karan Bajwa,Angel Investor,,https://www.linkedin.com/in/karan-bajwa-08b8961/
CP Gurnani,Angel Investor,,https://www.linkedin.com/in/cpgurnani/
Vanitha Narayanan,Angel Investor,,https://www.linkedin.com/in/vanithanarayanan/
Kiran Karnik,Angel Investor,,https://www.linkedin.com/in/kiran-karnik-6a11b45/
Chetna Sinha,Angel Investor,,https://www.linkedin.com/in/chetna-sinha-31b3b214/
Roopa Kudva,Angel Investor,,https://www.linkedin.com/in/roopa-kudva-8b69a75/
K. Vaitheeswaran,Angel Investor,,https://www.linkedin.com/in/vaitheeswaran/
Ashish Hemrajani,Angel Investor,,https://www.linkedin.com/in/ashish-hemrajani/
Parikshit Dar,Angel Investor,,https://www.linkedin.com/in/parikshitdar/
Kanika Tekriwal,Angel Investor,,https://www.linkedin.com/in/kanikatekriwal
Richa Kar,Angel Investor,,https://www.linkedin.com/in/richa-kar
Shradha Sharma,Angel Investor,,https://www.linkedin.com/in/shradhasharma
Mahesh Murthy,Angel Investor,,https://www.linkedin.com/in/maheshmurthy
Ranjan Pai,Angel Investor,,https://www.linkedin.com/in/ranjan-pai-b3a3b41/
Anand Deshpande,Angel Investor,,https://www.linkedin.com/in/ananddeshpande/
Suresh Vaswani,Angel Investor,,https://www.linkedin.com/in/sureshvaswani/
Som Mittal,Angel Investor,,https://www.linkedin.com/in/sommittal/
Ravi Gururaj,Angel Investor,,https://www.linkedin.com/in/ravigururaj/
Avinash Raghava,Angel Investor,,https://www.linkedin.com/in/avinashraghava/
Suresh Sambandam,Angel Investor,,https://www.linkedin.com/in/sureshsambandam/
Shashank ND,Angel Investor,,https://www.linkedin.com/in/shashanknd/
Abhinav Lal,Angel Investor,,https://www.linkedin.com/in/abhinavlal/
Prashant Tandon,Angel Investor,,https://www.linkedin.com/in/prashanttandon/
Dharmil Sheth,Angel Investor,,https://www.linkedin.com/in/dharmilsheth/
Tushar Vashisht,Angel Investor,,https://www.linkedin.com/in/tushar-vashisht/
Sachin Shenoy,Angel Investor,,https://www.linkedin.com/in/sachin-shenoy/
Ankit Nagori,Angel Investor,,https://www.linkedin.com/in/ankitnagori/
Maninder Gulati,Angel Investor,,https://www.linkedin.com/in/maninder-gulati-oyo/
Abhiraj Bhal,Angel Investor,,https://www.linkedin.com/in/abhirajbhal/
Raghav Chandra,Angel Investor,,https://www.linkedin.com/in/raghavchandra/
Varun Khaitan,Angel Investor,,https://www.linkedin.com/in/varunkhaitan/
Ninad Karpe,Angel Investor,,https://www.linkedin.com/in/ninadkarpe/
Upasana Taku,Angel Investor,,https://www.linkedin.com/in/upasanataku/
Bipin Preet Singh,Angel Investor,,https://www.linkedin.com/in/bipinpreetsingh/
Harshvardhan Lunia,Angel Investor,,https://www.linkedin.com/in/harshvardhanlunia/
Bhavesh Manglani,Angel Investor,,https://www.linkedin.com/in/bhavesh-manglani-1b44b315/
Sahil Barua,Angel Investor,,https://www.linkedin.com/in/sahilbarua/
Suraj Saharan,Angel Investor,,https://www.linkedin.com/in/suraj-saharan/
Kapil Bharati,Angel Investor,,https://www.linkedin.com/in/kapil-bharati/
Chaitanya Peddi,Angel Investor,,https://www.linkedin.com/in/chaitanyapeddi/
Prashant Pansare,Angel Investor,,https://www.linkedin.com/in/prashantpansare/
Jagdish Mitra,Angel Investor,,https://www.linkedin.com/in/jagdishmitra/
B.V.R. Mohan Reddy,Angel Investor,,https://www.linkedin.com/in/bvrmohanreddy/
J.A. Chowdary,Angel Investor,,https://www.linkedin.com/in/jachowdary/
Raju Reddy,Angel Investor,,https://www.linkedin.com/in/rajureddy/
Vivek Raghavan,Angel Investor,,https://www.linkedin.com/in/vivekraghavan/
Pramod Varma,Angel Investor,,https://www.linkedin.com/in/pramodvarma/
Mekin Maheshwari,Angel Investor,,https://www.linkedin.com/in/mekinmaheshwari/
Neeraj Kakkar,Angel Investor,,https://www.linkedin.com/in/neerajkakkar/
Ananth Narayanan,Angel Investor,,https://www.linkedin.com/in/ananthnarayanan/
Ashutosh Lawania,Angel Investor,,https://www.linkedin.com/in/ashutosh-lawania/
Manish Tiwary,Angel Investor,,https://www.linkedin.com/in/manishtiwary/
Rishi Navani,Angel Investor,,https://www.linkedin.com/in/rishi-navani/
Rahul Khanna,Angel Investor,,https://www.linkedin.com/in/rahulkhanna/
Akhil Gupta,Angel Investor,,https://www.linkedin.com/in/akhil-gupta-bharti/
Sandeep Singhal,Angel Investor,,https://www.linkedin.com/in/sandeepsinghal/
Jishnu Bhattacharjee,Angel Investor,,https://www.linkedin.com/in/jishnub/
Mohit Bhatnagar,Angel Investor,,https://www.linkedin.com/in/mohitbhatnagar/
Sumir Chadha,Angel Investor,,https://www.linkedin.com/in/sumir-chadha-0b3b5/
Farhad Forbes,Angel Investor,,https://www.linkedin.com/in/farhad-forbes-1b1b5b5/
Manu Jain,Angel Investor,,https://www.linkedin.com/in/manujain/
Pranay Chulet,Angel Investor,,https://www.linkedin.com/in/pranaychulet/
Farid Ahsan,Angel Investor,,https://www.linkedin.com/in/farid-ahsan
Ankush Sachdeva,Angel Investor,,https://www.linkedin.com/in/ankush-sachdeva
Akshay BK,Angel Investor,,https://www.linkedin.com/in/akshay-bk-93b3a814/
Vivek Gupta,Angel Investor,,https://www.linkedin.com/in/vivek-gupta-licious/
Abhay Hanjura,Angel Investor,,https://www.linkedin.com/in/abhayhanjura/
Nitin Gupta,Angel Investor,,https://www.linkedin.com/in/nitingupta0304/
Meher Pudumjee,Angel Investor,,https://www.linkedin.com/in/meher-pudumjee-8a0b8a5/
Swati Piramal,Angel Investor,,https://www.linkedin.com/in/swati-piramal/
BeyondSeed,Angel Investor,,https://www.linkedin.com/company/beyondseed/
Equentis,Angel Investor,,https://www.linkedin.com/company/equentis
Transition VC,Angel Investor,,https://www.linkedin.com/company/transition-vc/
Mark Kahn,Omnivore,https://omnivore.vc/,https://www.linkedin.com/in/mark-kahn-20490a
Jinesh Shah,Omnivore,https://omnivore.vc/,https://www.linkedin.com/in/jinesh-shah-b810813
Sandeep Farias,Elevar Equity,https://elevarequity.com/,https://www.linkedin.com/in/sandeepfarias
Jyotsna Krishnan,Elevar Equity,https://elevarequity.com/,https://www.linkedin.com/in/jyotsna-krishnan
Arpit Beri,Jungle Ventures,https://www.jungle.vc/,https://www.linkedin.com/in/arpitberi
Yash Sankrityayan,Jungle Ventures,https://www.jungle.vc/,https://www.linkedin.com/in/yashskn
Rishab Malik,Jungle Ventures,https://www.jungle.vc/,https://www.linkedin.com/in/rishabmalik
Nikhil Vora,Sixth Sense Ventures,https://sixthsenseventures.com/,https://www.linkedin.com/in/nikhil-vora-07713622
Anant Vidur Puri,Bessemer Venture Partners,https://www.bvp.com/,https://www.linkedin.com/in/avpuri
Nithin Kaimal,Bessemer Venture Partners,https://www.bvp.com/,https://www.linkedin.com/in/nithinkaimal
Sarthak Misra,SoftBank Investment Advisers,https://group.softbank/,https://www.linkedin.com/in/sarthakmisra
Rajan Anandan,Sequoia (India) / Peak XV,https://www.peakxv.com/,https://www.linkedin.com/in/rajan-anandan-2481b814
Mohit Bhatnagar,Sequoia (India) / Peak XV,https://www.peakxv.com/,https://www.linkedin.com/in/mohit-bhatnagar-8228474
GV Ravishankar,Sequoia (India) / Peak XV,https://www.peakxv.com/,https://www.linkedin.com/in/ravishankar-gv-423436223
Sakshi Chopra,Sequoia (India) / Peak XV,https://www.peakxv.com/,https://www.linkedin.com/in/sakshi-chopra-4aa1881
Rohit Agarwal,Sequoia (India) / Peak XV,https://www.peakxv.com/,https://www.linkedin.com/in/rohit-agarwal-5951b014
Avnish Bajaj,Matrix Partners,https://www.z47.com/,https://www.linkedin.com/in/avnish-bajaj
Tarun Davda,Matrix Partners,https://www.z47.com/,https://www.linkedin.com/in/tarundavda
Bejul Somaia,Lightspeed India,https://lsvp.com/,https://www.linkedin.com/in/bejul-somaia-ba415
Anand Lunia,India Quotient,https://www.indiaquotient.in/,https://www.linkedin.com/in/anand-lunia-9816a53
Madhukar Sinha,India Quotient,https://www.indiaquotient.in/,https://www.linkedin.com/in/madhukar-sinha-1288701
Mukul Arora,Elevation Capital,https://www.elevationcapital.com/,https://www.linkedin.com/in/mukularora1
Anand Daniel,Accel,https://www.accel.com/,https://www.linkedin.com/in/ananddaniel
Prashanth Prakash,Accel,https://www.accel.com/,https://www.linkedin.com/in/prakashprashanth
Jishnu Bhattacharjee,Nexus Venture Partners,https://nexusvp.com/in/,https://www.linkedin.com/in/jishnu-b-3063271
Anand Datta,Nexus Venture Partners,https://nexusvp.com/in/,https://www.linkedin.com/in/ananddatta
Suvir Sujan,Nexus Venture Partners,https://nexusvp.com/in/,https://www.linkedin.com/in/suvir-sujan-66023b3
Bejul Somaia,Lightspeed,https://lsvp.com/,https://www.linkedin.com/in/bejul-somaia-ba415
Kanwaljit Singh,Fireside Ventures,https://firesideventures.in/,https://www.linkedin.com/in/singhkanwaljit
Shruti Jain,021 Capital,https://021.capital/,https://www.linkedin.com/in/shruti-jain-60661657
Chirag Gupta,8X Ventures,https://www.8xventures.co/,https://www.linkedin.com/in/chirag-gupta
Esha Arya,8X Ventures,https://www.8xventures.co/,https://www.linkedin.com/in/eshaarya
Ajay Singh Rajput,8X Ventures,https://www.8xventures.co/,https://www.linkedin.com/in/ajaysingh-rajput-6406146
Nisa Amoils,A100x Ventures,https://www.a100x.vc/,https://www.linkedin.com/in/nisaamoils
Frank Amato,A100x Ventures,https://www.a100x.vc/,https://www.linkedin.com/in/ftaiii
TV Mohandas Pai,Aarin Capital,https://aarincapital.com/,https://www.linkedin.com/in/mohandaspai
Arjun Sheth,Anchorage Capital,https://anchoragecap.in/,https://www.linkedin.com/in/arjun-sheth
Rob Liu,Athena,https://www.athena.vc/,https://www.linkedin.com/in/robliu
Manu Iyer,Bluehill.vc,https://bluehill.vc/,https://www.linkedin.com/in/manuiyer
Anoop Mohan,Bluehill.vc,https://bluehill.vc/,https://www.linkedin.com/in/anoop-mohan-6b19689b
Nirupa Shankar,Brigade REAP,https://brigadereap.com/,https://www.linkedin.com/in/nirupa-shankar-1309371
Mohan Parvatikar,Brigade REAP,https://brigadereap.com/,https://www.linkedin.com/in/mohan-parvatikar-a3b0509
Abhay Garg,Brigade REAP,https://brigadereap.com/,https://www.linkedin.com/in/abhay-garg-3940381
Gantavya Kshatree,Brigade REAP,https://brigadereap.com/,https://www.linkedin.com/in/gantavya-kshatree
Bijou Kurien,Campus Fund,https://yourcampusfund.com/,https://www.linkedin.com/in/bkurien
Ritik Singh,Golden Sparrow,https://goldensparrow.vc/,https://www.linkedin.com/in/the-ritik-singh
Michael Marmor,Golden Sparrow,https://goldensparrow.vc/,https://www.linkedin.com/in/marmor
Venkat Raju,Golden Sparrow,https://goldensparrow.vc/,https://www.linkedin.com/in/venkatraju
Dr. Amritendu Mukherjee,Golden Sparrow,https://goldensparrow.vc/,https://www.linkedin.com/in/amritendu-mukherjee
Dr. Anand Rao,Golden Sparrow,https://goldensparrow.vc/,https://www.linkedin.com/in/anandsrao
Prateek Behera,gradCapital,https://www.gradcapital.in/,https://www.linkedin.com/in/prateekbehera96
Debamita Banerjee,gradCapital,https://www.gradcapital.in/,https://www.linkedin.com/in/debamita-banerjee
Kshitij Khandelwal,gradCapital,https://www.gradcapital.in/,https://www.linkedin.com/in/khandelwalkshitij
Sambhav Jain,gradCapital,https://www.gradcapital.in/,https://www.linkedin.com/in/sambhavanandjain
Keki Mistry,HDFC Capital,https://www.hdfccapital.com/,https://www.linkedin.com/in/keki-mistry-55bb88107
Karanpal Singh,Hunch Ventures & Investments Pvt Ltd,https://hunchventures.com/,https://www.linkedin.com/in/karanpal-singh-5707645a
Amit Dutta,Hunch Ventures & Investments Pvt Ltd,https://hunchventures.com/,https://www.linkedin.com/in/amit-dutta-6b7b9510
Rudra Dalmia,Hunch Ventures & Investments Pvt Ltd,https://hunchventures.com/,https://www.linkedin.com/in/rudradalmia
Priyanka Chopra,IIMA Ventures,https://iimaventures.com/,https://www.linkedin.com/in/priyanka-agarwal-chopra-4503bb
Vipul Patel,IIMA Ventures,https://iimaventures.com/,https://www.linkedin.com/in/vipulvpatel
Supriya Sharma,IIMA Ventures,https://iimaventures.com/,https://www.linkedin.com/in/supriya-sharma-1253988
Chintan Bakshi,IIMA Ventures,https://iimaventures.com/,https://www.linkedin.com/in/chintanbakshi
Sandeep Koujalgi,IIMA Ventures,https://iimaventures.com/,https://www.linkedin.com/in/sandeep-koujalgi
Deepanwita Chattopadhyay,IKP Knowledge Park,https://ikpknowledgepark.com/,https://www.linkedin.com/in/deepanwitachattopadhyay
Ashish Sharma,Innoven Capital,https://innovencapital.com/,https://www.linkedin.com/in/ashishsharma91
Aditya Mathur,Innoven Capital,https://innovencapital.com/,https://www.linkedin.com/in/mathuraditya
Nikhil Chandna,Innoven Capital,https://innovencapital.com/,https://www.linkedin.com/in/nikhil-chandna-77986018
Makhtar Diop,International Finance Corporation (IFC),https://www.ifc.org/en/home,https://www.linkedin.com/in/makhtar-diop
Abhishek Sanghvi,Ecosystem Ventures,https://ecosystemventures.in/,https://www.linkedin.com/in/abhisheksanghvi
Aditya Jadhav,Ecosystem Ventures,https://ecosystemventures.in/,https://www.linkedin.com/in/adityajadhavcfa
Aditya Somani,Ecosystem Ventures,https://ecosystemventures.in/,https://www.linkedin.com/in/aditya-somani-3a46a21
Pankaj Anand,Kathyawad Ventures,https://kathyawadventures.in/,https://www.linkedin.com/in/pankajanand1
Amit Thakkar,Kathyawad Ventures,https://kathyawadventures.in/,https://www.linkedin.com/in/amit-thakkar-4233261
Ashish Kumar,Kathyawad Ventures,https://kathyawadventures.in/,https://www.linkedin.com/in/ashishkumar579
Rajul Garg,Leo Capital,https://leo.capital/,https://www.linkedin.com/in/rajulgarg
Ravi Srivastava,Leo Capital,https://leo.capital/,https://www.linkedin.com/in/rpsrivastava
Madhusmita Das,Leo Capital,https://leo.capital/,https://www.linkedin.com/in/madhusmitadas
Henry Goodwin,Leo Capital,https://leo.capital/,https://www.linkedin.com/in/henry-goodwin
Rashmi Guptey,Lightbox Ventures,https://www.lightbox.vc/,https://www.linkedin.com/in/rashmi-limaye-guptey-9b6a045
Jitha Thathachari,LongView Ventures,https://longview-ventures.com/,https://www.linkedin.com/in/jithat
Punit Chokhani,LongView Ventures,https://longview-ventures.com/,https://www.linkedin.com/in/punit-chokhani-086664a
Nikhil Rathi,Next Star Venture Capital LLP,https://nextstarvc.com/,https://www.linkedin.com/in/nikhil-rathi-7532562
Srikanth V J Tanikella,Pavestone VC,https://pavestone.vc/,https://www.linkedin.com/in/srikanthtvj
Sridhar B,Pavestone VC,https://pavestone.vc/,https://www.linkedin.com/in/sridhar-rampalli-b9348622
Aakash Shah,Peak Sustainability Ventures,https://peakventures.in/,https://www.linkedin.com/in/aakash-shah-42a97043
Ravish Ratnam,PointOne Capital,https://pointone.capital/,https://www.linkedin.com/in/ravish-ratnam-732a7757
Amit Somani,Prime Venture Partners,https://www.primevp.in/,https://www.linkedin.com/in/thesomani
Brij Bhushan,Prime Venture Partners,https://www.primevp.in/,https://www.linkedin.com/in/brijbhushan1
Anant Goenka,RPG VENTURES,https://www.rpgventures.in/,https://www.linkedin.com/in/anant-goenka-712a652
Nowi Kallen,Sales Force Ventures,https://salesforceventures.com/,https://www.linkedin.com/in/kallennowi
Dr. Sunil K Shekhawat,SanchiConnect,https://sanchiconnect.com/,https://www.linkedin.com/in/dr-sunil-k-shekhawat
Baltej Singh,SanchiConnect,https://sanchiconnect.com/,https://www.linkedin.com/in/baltej-singh-46b78112
