Name,Company,Company Website,LinkedIn
Mihir Joshi,GVFL Limited,https://gvfl.com/,https://linkedin.com/in/mihirjoshi-mj
Ganapathy Venugopal,Axilor Ventures,https://www.axilor.com/,https://www.linkedin.com/in/ganapathy-venugopal-3729ba4a
Sarath Naru,VenturEast,https://ventureast.net,https://linkedin.com/in/sarathnaru
Sushil Sharma,Marwari Catalysts,https://www.marwaricatalysts.com/home.php,https://www.linkedin.com/in/sushilsharmamcats
Amit Sharma,Tanas Capital,https://tanascapital.com,https://sg.linkedin.com/in/aamitsharma
Srinivasa Rao Sureddi,GUSEC,https://gusec.edu.in/,https://linkedin.com/in/srinivasa-rao-sureddi-a4a14a68
Chetan Mehta,AUM Ventures,https://aumventures.com,https://www.linkedin.com/in/chetanmehta-aumvc
Priya Ramachandran,Foster Ventures,https://fosterventures.com,https://www.linkedin.com/in/sivapriyaramachandran
Dhianu Das,Alfa Ventures,https://alfaventures.com,https://www.linkedin.com/in/dhianu
Brijesh Damodaran Nair,Auxano Capital,https://auxanocapital.com/,https://www.linkedin.com/in/brijeshdamodaran
Visa Kannan,Saison Capital,https://saisoncapital.com,https://linkedin.com/in/visalakshi-kannan
Chris Kaptein,Integra Partners,https://integra.partners,https://www.linkedin.com/in/chriskaptein
Ankur Shrivastava,Momentum Capital,https://www.hugedomains.com/domain_profile.cfm?d=momentumcap.com,https://www.linkedin.com/in/srivast
Tarun Bhargava,AC Ventures,https://acventures.vc/,https://www.linkedin.com/in/tarun-bhargava-90316421
Kanwal Rekhi,Silicon Valley Quad (SVQ),https://svquad.vc,https://linkedin.com/in/kanwalrekhi
Rahul Chowdhury,N+1 Capital,https://nplus1.capital,https://www.linkedin.com/in/rahulchowdhuryds
Ashish Singla,N+1 Capital,https://nplus1.capital,https://www.linkedin.com/in/ashishsingla1
Karan Mohla,B Capital,https://bcapgroup.com/,https://www.linkedin.com/in/karan-mohla-153998
Avantika Mandhani,Anay Ventures,,https://www.linkedin.com/in/avantika-mandhani-b18b11105
Manish Kheterpal,WaterBridge Ventures,https://waterbridge.vc/,https://www.linkedin.com/in/mkheterpal
Karthik Bhat,Force Ventures,https://force.vc,https://linkedin.com/in/karthik-bhat-8221b61
Apoorva Ranjan Sharma,9Unicorns,https://9unicorns.com,https://www.linkedin.com/in/drapoorvsharma
Shanti Mohan,LetsVenture,https://www.letsventure.com/,https://linkedin.com/in/shantimohanlv
Nandini Mansinghka,Mumbai Angels Network,https://www.mumbaiangels.com/,https://www.linkedin.com/in/nandinimansinghka
Sushanto Mitra,Lead Angels,https://leadangels.in/,https://in.linkedin.com/in/sushantomitra
Raghav Kanoria,Calcutta Angels Network,https://calcuttaangels.com,https://www.linkedin.com/in/raghav-kanoria-30195412
Sanjeev Bikhchandani,Info Edge Ventures,https://www.infoedge.com/,https://www.linkedin.com/in/sanjeev-bikhchandani-501261
Chinmaya Sharma,Info Edge Ventures,https://www.infoedge.com/,https://www.linkedin.com/in/chinmaya-sharma
Nishant Verman,Flipkart Ventures,https://stories.flipkart.com/,https://www.linkedin.com/in/nishantverman
Amey Mashelkar,JioGenNext,https://www.jiogennext.com/,https://linkedin.com/in/amey-mashelkar-20239a4
Parag Shah,Mahindra Partners,https://www.mahindrapartners.com,https://in.linkedin.com/in/parag-shah-1b96597
Deep Verma,Tiger Global Management,https://www.tigerglobal.com/,https://www.linkedin.com/in/deep-varma-1727987
Badri Pillapakkam,Omidyar Network India,https://omidyarnetwork.in,https://www.linkedin.com/in/badripillapakkam
Jeremy Fritzhand,VentureStudio,https://venturestudio.in,https://linkedin.com/in/fritzhand
Micky Malka,Ribbit Capital,https://www.ribbitcap.com/,https://www.linkedin.com/in/meyermalka
Khaled Jalanbo,Valia Ventures,https://valiaventures.com/,https://www.linkedin.com/in/khaled-jalanbo
Morgan Schwanke,Mana Ventures,https://manaventures.com/,https://www.linkedin.com/in/morganschwanke
Elizabeth Yin,Hustle Fund,https://www.hustlefund.vc/,https://www.linkedin.com/in/elizabethyin
David Haddad,Superscout,https://superscout.vc/,https://linkedin.com/in/davidhaddad
Sanjeev Kumar Shrivastava,Canbank Venture Capital Fund,https://www.canbankventure.com,https://www.linkedin.com/in/sanjeev-kumar-shrivastava-5b270b101
V. Anish Babu,IFCI Venture Capital Funds,https://www.ifciventure.com/,https://www.linkedin.com/in/anish-babu-39157719
Puneet Nanda,ICICI Venture,https://www.iciciventure.com,https://in.linkedin.com/in/puneet-nanda-3b643467
S. Sriniwasan,Kotak Private Equity,https://www.kotak.com/,https://linkedin.com/in/srini-sriniwasan-4250016
Lee FitzGerald,Patamar Capital,https://patamar.com/,https://linkedin.com/in/lee-fitzgerald-433964148
Ravi Mehta,Steadview Capital,https://www.steadview.com/,https://www.linkedin.com/in/ravi-mehta-29644826
Takeshi Ebihara,Rebright Partners,https://rebrightpartners.com/,https://www.linkedin.com/in/ebihara
Rajan Anandan,Surge,https://surge.com/,https://linkedin.com/in/rajan-anandan-2481b814
Jared Friedman,Y Combinator,https://www.ycombinator.com/,https://www.linkedin.com/in/jaredfriedman
Amit Anand,Jungle Ventures,https://www.jungle.vc/,https://www.linkedin.com/in/amit-anand-6b72903
Paul Santos,Wavemaker Partners,https://wavemaker.vc/,https://www.linkedin.com/in/b-paul-santos-b18a052
Yinglan Tan,Insignia Ventures Partners,https://www.insignia.vc/,https://linkedin.com/in/yinglantan
Supriya Singh,JAFCO Asia,https://www.jafco.asia,https://linkedin.com/in/supriya-singh-79789215
Vishal Gupta,Bessemer Venture Partners,https://www.bvp.com/,https://linkedin.com/in/vishalguptabvp
Apoorve Goyal,Prosus Ventures,https://www.prosus.com/,https://www.linkedin.com/in/apoorve-goyal-67967797
Ravi Lambah,Temasek,https://www.temasek.com.sg/,https://www.linkedin.com/in/ravi-lambah-7b95a7a3
Sumer Juneja,SoftBank Investment Advisers,https://group.softbank/,https://www.linkedin.com/in/sumer-juneja-48288626
JP Lee,SoftBank Ventures Asia,https://www.softbank.com,https://www.linkedin.com/in/jplee01
Nikhil Sachdev,Insight Partners,https://www.insightpartners.com/,https://www.linkedin.com/in/nikhilsachdev
Narendra Ostawal,Warburg Pincus,https://warburgpincus.com/,https://www.linkedin.com/in/narendra-ostawal-4658b41
Amit Jain,Carlyle Group,https://www.carlyle.com/,https://linkedin.com/in/amit-jain-3227088
Brahmal Vasudevan,Creador,https://www.creador.com/,https://www.linkedin.com/in/brahmal-vasudevan-0242ab70
Shilpa Kumar,British International Investment,https://www.bii.co.uk/,https://www.linkedin.com/in/shilpankumar
Vincent Vandenbussche,Proparco,https://www.proparco.fr/fr,https://linkedin.com/in/vincent-vandenbussche-656a6039
Prachi Windlass,Michael & Susan Dell Foundation,https://www.dell.org/,https://www.linkedin.com/in/prachi-jain-windlass-426148
Snehal Deshpande,Samsung Ventures,https://www.samsungventures.com/,https://www.linkedin.com/in/snehal-deshpande-19a7422a
Abhijeet Muzumdar,Amazon Smbhav Venture Fund,https://www.aboutamazon.in/,https://www.linkedin.com/in/abhijeetmuzumdar
Alex Manson,SC Ventures,https://www.sc.com/en/about/innovation/sc-ventures/,https://www.linkedin.com/in/alex-manson-919a8310a
Pawan Chaturvedi,Unilever Ventures,https://www.unileverventures.com/,https://www.linkedin.com/in/pawan-chaturvedi-b0058620
Srini Vudayagiri,Brand Capital,https://brandcapital.co.in/,https://linkedin.com/in/srinivudayagiri
Nitish Mittersain,Nazara Ventures,https://www.nazara.com/,https://www.linkedin.com/in/mittersain
Yoko Fukata,Sony Innovation Fund,https://www.sonyinnovationfund.com/,https://www.linkedin.com/in/yoko-fukata-94633a173
Padmaja Ruparel,IAN Fund,https://www.ianfund.com,https://www.linkedin.com/in/padmajaruparel
Rajnish Kapur,IAN Fund,https://www.ianfund.com,https://linkedin.com/in/kapurrajnish
Priyanka Agarwal Chopra,CIIE.CO,https://ciie.co,https://in.linkedin.com/in/priyanka-agarwal-chopra
Kavikrut,T-Hub,https://www.t-hub.co/,https://www.linkedin.com/in/kavikrut
C. V. Jawahar,CIE IIIT Hyderabad,https://cie.iiit.ac.in/,https://www.linkedin.com/in/cv-jawahar-849376318
Kalpesh Kikani,Piramal Alternatives,https://www.piramal.com/,https://www.linkedin.com/in/kalpesh-kikani-5275901b3
Darius Pandole,JM Financial Private Equity,https://www.jmfl.com/,https://www.linkedin.com/in/darius-pandole-8348a3180
Shreyansh Singh,Polygon Ventures,https://polygon.technology/,https://www.linkedin.com/in/shreyansh-singh-69b289aa
Pranav Sharma,Woodstock Fund,https://woodstock.fund,https://www.linkedin.com/in/pranav-sharma-7a05b13
Himanshu Yadav,Woodstock Fund,https://woodstock.fund,https://linkedin.com/in/hyws
T. S. Anantakrishnan,Varanium Capital Advisors,https://varanium.com/,https://www.linkedin.com/in/t-s-anantakrishnan-46a358
Aparajit Bhandarkar,Varanium Capital Advisors,https://varanium.com/,https://www.linkedin.com/in/aparajit-bhandarkar-7004671
Anoop Ambika,Kerala Startup Mission,https://startupmission.kerala.gov.in/,https://linkedin.com/in/anoopambika
Sameer Nath,IIFL Seed Venture Fund / IIFL PE,https://www.iifl.com/,https://www.linkedin.com/in/sameer-nath-089698109
Sumegh Bhatia,Lighthouse Canton,https://www.lighthouse-canton.com/,https://in.linkedin.com/in/sumeghbhatia
Suranjana Ghosh,Marico Growth Ventures,https://marico.com/global,https://www.linkedin.com/in/suranjanaghosh
Himanshu Kapoor,PayU Ventures,https://payu.in/,https://linkedin.com/in/himanshu-kapoor-93896b18
Mayank Shiromani,Mitsubishi UFJ Capital,https://www.mucap.co.jp/,https://linkedin.com/in/mayankshiromani
Srinivas Ramanujam,Villgro,https://villgro.org/,https://linkedin.com/in/srinivas1729
Tamaswati Ghosh,IIT Madras Incubation Cell,https://www.incubation.iitm.ac.in,https://www.linkedin.com/in/tamaswati
Ashutosh Agnihotri,SIIC IIT Kanpur,https://siic.iitk.ac.in,https://www.linkedin.com/in/ashutoshagnihotri/
Saumya Kumar,ISB DLabs / CEL,https://cel.isb.edu,https://www.linkedin.com/in/saumyakumarisb
Chintan Bakshi,Startup Oasis,https://startupoasis.in,https://www.linkedin.com/in/chintanbakshi
Vish Sahasranamam,Forge Innovation & Ventures,https://www.forgeforward.in/,https://www.linkedin.com/in/vishforge
K. Suresh Kumar,PSG-STEP,https://psgstep.org,https://linkedin.com/in/k-suresh-kumar-0b3ab29
Tejbanta S. Chingtham,AIC-SMU Technology Business Incubation Foundation,https://www.smu.edu.in/,https://www.linkedin.com/in/tej-chingtham
Alok Mittal,TiE Delhi-NCR Angels,https://delhi.tie.org/,https://linkedin.com/in/alok-mittal-590a
Apoorva Ranjan Sharma,TiE Mumbai Angels,https://mumbai.tie.org/,https://www.linkedin.com/in/drapoorvsharma
Shankar V,TiE Chennai Angels,https://chennai.tie.org/,https://www.linkedin.com/in/shankarcams
Vineet Chadha,Tata Capital Innovations,https://www.tatacapital.com/,https://www.linkedin.com/in/vineetchadhacfa
Immanuvel Ganesan,NABKISAN Finance / NABARD ecosystem,https://www.nabard.org/Hindi/Default.aspx,https://www.linkedin.com/in/immanuvel-ganesan-28494172
Ali Wasti,Wipro Ventures,https://www.wipro.com/,https://www.linkedin.com/in/aliwasti
Girish Mathrubootham,Freshworks Capital,https://www.freshworks.com/,https://www.linkedin.com/in/girish1
Abhinav Asthana,Postman Capital,https://www.postman.com/,https://www.linkedin.com/in/abhinavasthana
Krish Subramanian,Chargebee Investments,https://www.chargebee.com/,https://www.linkedin.com/in/krishs
Shyam Mundhada,Infosys Innovation Fund,https://www.infosys.com/,https://linkedin.com/in/shyam-mundhada-5151001
Anil Sharma,TCS Co-Innovation / TCS Ventures,https://www.tcs.com/,https://www.linkedin.com/in/tcs-anilsharma
Sachin Varshney,HCL Software Investments,https://www.hcltech.com,https://linkedin.com/in/sachinvarshney
Saurabh Dwivedi,Persistent Ventures,https://www.persistent.com/,https://linkedin.com/in/saurabhdwivedipersistentsystems
Jishnu Batabyal,Godrej Family Office,,https://www.linkedin.com/in/jishnu-batabyal-a0276311
Kapil Agarwal,Bharti Family Office,,https://in.linkedin.com/in/kapilagarwal1
Subodh Gupta,Goenka Family Office,,https://www.linkedin.com/in/subodhg
Akash Prakash,Amansa Holdings,https://www.amansacapital.com/,https://www.linkedin.com/in/akash-prakash-0899b93b
P. V. Harikrishnan,KITVEN,https://www.hugedomains.com/domain_profile.cfm?d=kitven.com,https://in.linkedin.com/in/pvhari71
Sushanto Mitra,IIT Bombay Alumni Angels,,https://www.linkedin.com/in/sushantomitra
Suryateja Mallavarapu,Andhra Pradesh Innovation Society,https://apis.ap.gov.in/home/,https://linkedin.com/in/suryateja-mallavarapu-ias-59820283
